id,title,url,words,grade,category,featured,excerpt_ok,post_call,manual_cta,issues,needs
9293,كشف تسربات المياه في أبها,https://www.rukn-eltatawer.com/sa/water-leak-detection-abha/,919,B,كشف تسربات,False,False,1,False,,صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9308,كشف تسربات المياه في الأحساء,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-ahsa/,919,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9313,كشف تسربات المياه في رأس تنورة,https://www.rukn-eltatawer.com/sa/water-leak-detection-ras-tanura/,933,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9312,كشف تسربات المياه في القطيف,https://www.rukn-eltatawer.com/sa/water-leak-detection-qatif/,935,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9304,كشف تسربات المياه في الباحة,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-baha/,945,B,كشف تسربات,False,False,1,False,,صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9297,كشف تسربات المياه في بريدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-buraidah/,947,B,كشف تسربات,False,False,1,False,,صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9301,كشف تسربات المياه في جازان,https://www.rukn-eltatawer.com/sa/water-leak-detection-jazan/,954,B,كشف تسربات,False,False,1,False,,صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9306,كشف تسربات المياه في القنفذة,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-qunfudhah/,962,B,كشف تسربات,False,False,1,False,,صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9314,كشف تسربات المياه في الخرج,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-kharj/,978,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9310,كشف تسربات المياه في المبرز,https://www.rukn-eltatawer.com/sa/water-leak-detection-mubarraz/,980,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | إغناء المحتوى ليصل +1000 كلمة بجودة | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9289,كشف تسربات المياه في المدينة المنورة,https://www.rukn-eltatawer.com/sa/water-leak-detection-madinah/,1169,C,كشف تسربات,False,False,0,True,أرقام هاتف خاطئة/وهمية: ['05XXXXXXXX'] | أزرار اتصال/واتساب يدوية بدون shortcode [post_call] | نص تجريبي/placeholder داخل المحتوى,صورة بارزة | مقتطف يدوي (excerpt) | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9316,كشف تسربات المياه في الزلفي,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-zulfi/,1209,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9315,كشف تسربات المياه في الدوادمي,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-dawadmi/,1553,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
10293,شركة تنظيف منازل بالباحة | ركن التطور 2026,https://www.rukn-eltatawer.com/sa/%d8%b4%d8%b1%d9%83%d8%a9-%d8%aa%d9%86%d8%b8%d9%8a%d9%81-%d9%85%d9%86%d8%a7%d8%b2%d9%84-%d8%a8%d8%a7%d9%84%d8%a8%d8%a7%d8%ad%d8%a9-%d8%b1%d9%83%d9%86-%d8%a7%d9%84%d8%aa%d8%b7%d9%88%d8%b1-2026/,1593,B,تنظيف,False,False,0,False,,صورة بارزة | مقتطف يدوي (excerpt) | إضافة [post_call] مع تعبئة الميتا | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
10292,تنظيف فلل بالباحة | خدمات احترافية من ركن التطور 2026,https://www.rukn-eltatawer.com/sa/%d8%aa%d9%86%d8%b8%d9%8a%d9%81-%d9%81%d9%84%d9%84-%d8%a8%d8%a7%d9%84%d8%a8%d8%a7%d8%ad%d8%a9-%d8%ae%d8%af%d9%85%d8%a7%d8%aa-%d8%a7%d8%ad%d8%aa%d8%b1%d8%a7%d9%81%d9%8a%d8%a9-%d9%85%d9%86-%d8%b1%d9%83/,1906,B,تنظيف,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
10604,عزل الأسطح في الرياض 2026 | حماية مائية وحرارية معتمدة,https://www.rukn-eltatawer.com/sa/roof-insulation-riyadh/,1963,A,عزل,True,True,3,False,,
9287,كشف تسربات المياه في مكة,https://www.rukn-eltatawer.com/sa/water-leak-detection-makkah-center/,2123,B,كشف تسربات,False,False,0,True,أزرار اتصال/واتساب يدوية بدون shortcode [post_call],صورة بارزة | مقتطف يدوي (excerpt) | عناوين فرعية H2 أوضح | صور داخل المحتوى من مكتبة الوسائط | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta | قسم أسئلة شائعة أقوى
10603,شركة كشف تسربات المياه في الرياض 2026 | فحص معتمد بدون تكسير,https://www.rukn-eltatawer.com/sa/water-leak-detection-riyadh/,2875,A,كشف تسربات,True,True,3,False,,
10274,شركة تنظيف منازل بالرياض,https://www.rukn-eltatawer.com/sa/house-cleaning-in-riyadh/,3732,B,تنظيف,False,True,0,False,,صورة بارزة | إضافة [post_call] مع تعبئة الميتا | تفعيل بلوكات الثيم (features/steps/services/prices) عبر shortcodes+meta
9333,كشف تسربات المياه بالخفجي,https://www.rukn-eltatawer.com/sa/water-leak-detection-khafji/,5830,B,كشف تسربات,False,False,9,False,تكرار مفرط لـ [post_call] ×9,صورة بارزة | مقتطف يدوي (excerpt) | عناوين فرعية H2 أوضح | صور داخل المحتوى من مكتبة الوسائط
